Training score,Validation score,Testing score,Task,Dataset,Network,Method,p,q,gamma
1.1107300698655884,0.22083748012636759,0.5365060704370891,DOID:1324,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8444278738034132,0.11571033745100724,0.8499975465156406,DOID:1425,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8319827752947797,0.42309650616759,0.5679187516378039,DOID:1432,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9401892269732248,0.19434128212946297,0.34247388500322434,DOID:1443,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.6839991826564125,0.23420345394319225,-0.16034168071913077,DOID:161,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.7857231940182632,0.293464100789671,0.9873047244154193,DOID:1657,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.400214668108635,0.6579695766258564,0.9346122013492285,DOID:1682,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9401727585038291,0.22519722908094053,1.1386686632685945,DOID:1686,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0306403900502548,0.10507121361801651,0.9558978277926348,DOID:1790,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9966500314007765,0.9725541316822194,0.4343952778676487,DOID:1891,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.15453459229956,0.2577255729491813,0.2514019613912999,DOID:1923,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8053683201339481,0.5632371979774292,0.3380656259184322,DOID:1924,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.3152517117412612,0.6092904583261967,1.0831575137052678,DOID:1934,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.546363037844949,-0.20219980902531917,1.2429679697777005,DOID:2018,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0733998195718188,0.32624840774157493,0.991379676075648,DOID:2256,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7614341433163134,1.2299448946805818,0.5807424228908866,DOID:2355,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9333342306518723,1.0965991633588321,0.16907792086015985,DOID:2531,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.879746497338456,0.014228331349689106,0.13103533805350293,DOID:263,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8379415233847829,0.15514205905210696,0.20775923866642265,DOID:2723,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7538143937221804,0.8212429686306896,1.308189693500471,DOID:2786,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9215351676901082,-0.03904647959203108,1.4898447665601622,DOID:289,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7402250296629391,0.3098584111276282,0.2533000411176192,DOID:2952,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7399465750013368,0.9752309109975282,0.06783689442232001,DOID:2978,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7541239071025999,-0.011907374751611396,0.6915593633734398,DOID:2994,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.1278442777275302,0.6811607293931513,0.21401667332082583,DOID:303,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.5161484456282583,0.15578686612838677,0.5303865890568412,DOID:3146,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9009509481532526,0.9442215232885157,1.3176505823175881,DOID:3312,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9294805921674046,0.47204075391989453,-0.008610310711978441,DOID:3393,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8085385983018785,0.32337415882204246,0.5604924224868598,DOID:345,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9510158975676334,0.18913352554099133,0.13775057863685514,DOID:3463,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8726706824810527,0.23426558238728928,-0.2724143022395248,DOID:3571,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.2482961113010107,0.11285398045901876,2.3798758762029895,DOID:3620,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.683614887628591,1.3066121069235672,1.2038883066736061,DOID:3650,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7357098744105635,0.13938008222316103,-0.08020150415190476,DOID:374,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7640320175787155,0.6854098557499942,-0.1799079081141598,DOID:381,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9555188112692108,0.4042858383599186,-0.23100103404076894,DOID:3891,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7130740634975223,0.5173242332727108,0.24417774055519836,DOID:403,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0570483307347318,1.0661899324666697,0.6820985722228657,DOID:4079,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.159930684099996,-0.37172671336453555,0.03750467791568596,DOID:4159,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.376028932699968,0.2650649817295421,-0.07476988248707342,DOID:417,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.6748963559820168,0.5076961869350803,0.951365832025875,DOID:421,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.6611893556246009,0.40859702847057067,0.4463150241365155,DOID:423,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.2894523929022896,0.8142956265570142,0.5710327499926799,DOID:480,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.6447641792849892,1.786844635900714,-0.004918619340917071,DOID:4866,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7972873277507877,0.7141677360497365,0.790358389397961,DOID:4964,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9441420276083651,0.06289481840132788,1.8022999602761154,DOID:50,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.249050593987413,0.5477932650350295,-0.004531497562540942,DOID:5082,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8291753366058002,0.7885279210649472,0.3662397618379437,DOID:5418,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9454905858381348,0.049551344110265794,0.11680680048916313,DOID:5679,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8967079428652451,0.6071927337526815,0.22548324921776455,DOID:6000,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0219632202376467,0.16719016859184985,1.44102681737983,DOID:6050,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.605601453194495,1.1623203451972586,0.2388250114913507,DOID:607,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.3721161295931448,2.567557874926578,-0.03522221525316533,DOID:6498,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.3609891543609238,0.2172391104737851,0.44278888674183225,DOID:680,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.396637767275498,2.4189273462354564,1.461000139908476,DOID:700,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.46116346739674,1.4610552433300925,0.2455610046255471,DOID:7148,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.2965036111725468,-0.333800798573338,0.7414796442070637,DOID:7327,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8949759716212172,0.12754523561314882,-0.07530499019421134,DOID:76,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.3427577884750286,0.8906205527604124,2.7126339444866945,DOID:767,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.425271819927671,2.082231816706173,2.14430246530333,DOID:8469,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9294531024373195,0.9151760097153083,-0.26015286301096574,DOID:848,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.3286502678132752,0.819344510293416,0.006669282014416997,DOID:898,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7730828853115935,1.1650667234671956,1.6131212776307993,DOID:9252,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.3989769229358329,1.433004983214722,2.2998058166958746,DOID:934,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7073031434058141,0.5212894715289799,0.3748327319877447,DOID:9351,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.5604174925400207,1.9326056753117726,1.283148117176782,DOID:9406,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0002089938239083,0.7161264067268369,0.3585245035495639,DOID:9455,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7993782095875516,-0.4053323090561034,1.205818285053828,DOID:974,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8339804205145578,-0.18696574666897353,0.329647665458133,DOID:9741,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9944256461807606,0.12814753965437617,0.33908340344726084,DOID:9837,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.7067562674084916,0.001950542972901537,1.5541569568596023,DOID:9884,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.2056318227616334,0.23263513141437403,0.15060943552485231,DOID:9975,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.101498703878668,1.4561581030037045,1.370038674200665,DOID:9993,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.9570062096705416,1.2269985312255283,0.36985679946923444,GO:0000725,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.961077897744518,1.3549723490941876,0.3745860201638748,GO:0001676,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.089628540139002,1.816375160230719,2.6774306447955905,GO:0006261,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.669570866300722,1.8645407447580937,0.2684436568465983,GO:0006302,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.889939562741997,1.5347540652564629,3.3167390008159177,GO:0006333,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.9604994095603798,2.026608081493154,0.7857069641621678,GO:0006364,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.5514301196622853,1.0310606729877079,0.7899840690828962,GO:0006402,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.8716076477704144,2.5454894355520983,3.5261794903374293,GO:0006414,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.2252081123766967,0.945620765708662,1.4225471631026378,GO:0006470,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
3.8551504053309813,3.780977177525844,3.7845435224812984,GO:0006473,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
3.3060399130891702,3.092627945870334,1.7996111375185417,GO:0006479,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8613746795249493,0.4470324048431856,0.2869093703617337,GO:0006486,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.6498030510609386,0.6843776918835268,-0.0054324691484271825,GO:0006497,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.5498271427746255,0.7757047788561662,0.10220931566936248,GO:0006611,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0941304753269534,1.1962903136087961,0.5501747655818067,GO:0006650,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.8050669462372422,0.70640478981857,0.44140570123802986,GO:0006805,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9154189680032638,0.1336573250297551,0.07376150237590502,GO:0006813,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.0793372150161353,0.27199856876761147,3.389744411362844,GO:0006816,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.9717209181667186,1.160058671761487,1.5382417121474021,GO:0006865,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.41011269566486397,0.5106307123210905,0.39385864188580744,GO:0006888,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.6320073255947642,1.2391479171048068,1.3812472182390159,GO:0006979,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0304826737961654,0.6200398577534916,0.1740176913175347,GO:0006986,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8963407710437743,0.5361742990268752,0.9435218459363599,GO:0007030,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9964710058690769,0.9923735108076038,0.9818452908171058,GO:0007033,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.8919441592118833,1.7145740441601596,1.4007996722685265,GO:0007051,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.0952898565380718,4.1847998609739285,0.7972133414688907,GO:0007268,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.4128193993380336,1.0326219608086575,0.8401600906044195,GO:0008033,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.6407229838528794,-0.02293560316476392,1.0287037618536785,GO:0009062,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.304858844516801,2.4541111395352027,0.07412572515099518,GO:0009168,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.1596525818398167,1.1828008767972402,0.8920054506095934,GO:0010038,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
3.1368570519214463,3.2009009624366094,3.5903228713959634,GO:0010498,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.1773000043452355,0.3982898603422246,0.16542495563359516,GO:0010970,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.9131064641145208,0.39450992638035304,1.1879703209585135,GO:0015893,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8602091482633805,0.43768943703020263,1.4647521738302973,GO:0016050,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.8834921406816689,0.2592675794991909,-0.05010460735767645,GO:0016236,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.7796462273030837,0.826319162090857,1.5348594569144864,GO:0022618,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.1722111528551735,0.36159727828289007,0.011996797962631714,GO:0030148,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
0.5075473397393393,0.19452742264168899,0.32971364118800867,GO:0042147,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.0336225441673523,2.067707038898562,0.7141856715103738,GO:0043588,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.981658194601013,1.5066547214129788,2.730739414587218,GO:0045333,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.370359808352048,0.45797530786580426,-0.11015211157486497,GO:0046496,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.4911169863223157,1.6893899378739903,4.405330223950749,GO:0046777,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.57017895836679,3.844863958935749,1.6483545899249537,GO:0048812,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.815369968983876,0.4022381980425749,0.13382469971764957,GO:0050821,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.4253533252679325,1.802353543235227,0.8338271551677902,GO:0090150,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
2.3632087998156064,2.910093578579015,4.161204379780723,GO:0097190,GOBP,HumanBase-global,Node2vec++,0.01,0.01,0.0
1.1514984167834885,0.5688473907289449,-0.07482719198917336,DOID:0050534,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.1023491476153997,0.21798724487885937,-0.20041100332865566,DOID:0050565,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.2087833418824878,0.6318027638241808,1.7846323622531695,DOID:0050567,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.8074386558852442,0.49064235353764996,0.9822412154976484,DOID:0050700,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.2979763943057667,0.7854219462830673,0.10672462317479114,DOID:0050888,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.373432991574718,0.018277381799904114,0.06481669503133256,DOID:0050889,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9492559825288224,0.6796645231764775,0.8188348470004919,DOID:0060260,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.5908511634338468,-0.057785159079651705,2.1674833971074423,DOID:0060262,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.8501907841549543,0.6634332329496955,0.28219339578413644,DOID:10124,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.5991090501636074,0.38217259167136475,0.039600837809389174,DOID:10126,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.4905112310807713,1.3120791590353744,1.5133265280739177,DOID:10141,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7203029583104928,0.19426232811104072,0.22741684936153878,DOID:10155,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.4116962866302765,1.8271714798357406,0.7036032095295425,DOID:1037,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.8340970628689359,0.46147287018752214,0.07589516711924878,DOID:10584,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.4965277290863694,0.6977428217875841,0.9196227429240499,DOID:10629,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9709238872716487,1.1708450206430654,0.7336749571770298,DOID:1074,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7665140396240899,0.046702978662038125,-0.09287032642741017,DOID:10763,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9401300634037298,1.748170681396639,0.9834239570312595,DOID:10952,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.5398139090759544,0.4724395716295766,-0.40767425470101787,DOID:110,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.3893028700044843,0.4375927201055238,1.1145599187043056,DOID:1100,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.2605630470646991,0.3736194777795969,0.40841656832696727,DOID:11383,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6943518643781155,1.6957761198434889,0.22314549318177523,DOID:11612,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.5474593686474596,0.053425043020515914,0.2942772836313973,DOID:11836,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.355136275235365,0.7853930747334499,2.2651540514303683,DOID:120,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.4334841785541341,1.2088488517635783,1.7192034702354964,DOID:1205,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.0620180764143314,0.2692809544634676,1.0622904371329371,DOID:12336,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7478574382048988,0.10810607975008174,0.1643327970444373,DOID:1247,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6978667925589279,0.3234440232168211,0.39379257252551025,DOID:1279,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9108209679814789,0.15750247776403903,0.8298491973112267,DOID:12798,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9665219830795577,0.6950568190390622,0.6292684995875912,DOID:12849,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.124584842289139,0.1881352411475842,0.38402873435524215,DOID:1324,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.8142840118072616,0.29982405984012467,1.0041159903195898,DOID:1425,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6812477559376158,0.8906320209339249,-0.12818388362398114,DOID:1432,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6901608761225875,0.34580344778487393,1.0536155465601282,DOID:1443,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6066739605876479,0.17676454210277867,0.26304510954921484,DOID:161,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.9157231861488209,0.6404764605705435,0.6583523382787626,DOID:1657,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.4707175899392573,0.7099655459850813,0.6381124452846119,DOID:1682,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.8338112115351348,0.3191945325204649,0.22484454556979525,DOID:1686,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.0260837761665642,-0.08417034172726148,1.270631323328392,DOID:1790,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7776893912682743,0.6161189433274268,0.7531964538800944,DOID:1891,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9973859489671516,0.010767499760957415,0.3621580828788166,DOID:1923,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7335454406599798,0.23850083977504813,0.6314820562513423,DOID:1924,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.4484163917032733,0.571583320536914,1.1890630598070637,DOID:1934,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7097613546749795,-0.5080269593951945,-0.5058436676365216,DOID:2018,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.1186785223299376,0.4084601572810762,1.0721064871648092,DOID:2256,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6304534102899926,0.9819265650656516,0.7088833539606925,DOID:2355,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.0173106951973128,0.46697758506387294,0.25192149760088495,DOID:2531,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9962226208689025,0.18523268249808975,0.5623881507420105,DOID:263,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.8849233536508825,0.627392648199334,0.4119470830564706,DOID:2723,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7273479506948411,1.2951424014290482,1.268311338286466,DOID:2786,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7734682918627223,0.009786542851377701,1.9550254600644597,DOID:289,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.6625891277185001,0.3866494551092994,0.19729916143440232,DOID:2952,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.4041484466430187,1.4874692091407398,1.3001810990388196,DOID:2978,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.7002875290997823,0.1872733680078868,0.5023164753480724,DOID:2994,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
1.1256925124666604,0.5874091201965788,0.28794823398467784,DOID:303,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.4249521832165943,-0.33270176507383903,0.36495040017199326,DOID:3146,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
0.9658608570051571,1.0076768966725522,1.4367704049414276,DOID:3312,DisGeNet,HumanBase-global,Node2vec++,0.01,0.01,1.0
